country;state;Name;Pop.;latitude;longitude
CHN;ALL;Hailin;84732;44.57;129.37
TUR;ALL;Mardin;84668;37.33;40.78
THA;ALL;Yala;84662;6.55;101.29
IDN;ALL;Bone;84661;-4.54;120.32
BRA;ALL;Abaetetuba;84658;-1.72;-48.89
ESP;ALL;Gandia;84638;38.98;-0.18
MYS;ALL;Putatan;84633;5.88;116.05
TUR;ALL;Kastamonu;84619;41.39;33.78
IDN;ALL;Gedangan;84616;-7.38;112.71
IND;ALL;Dod Ballāpur;84607;13.3;77.52
KWT;ALL;aş-Şulaybīyah;84599;29.29;47.83
IDN;ALL;Margahayu;84578;-6.96;107.55
GEO;ALL;Zugdidi;84563;42.5;41.86
BOL;ALL;Quillacollo;84548;-17.4;-66.28
USA;MO;Columbia city;84531;38.948351;-92.333779
BGD;ALL;Rāngāmātī;84527;22.78;92.04
IND;ALL;Mancherāl;84515;18.88;79.45
ISR;ALL;Bet Shemesh;84510;31.75;34.98
MEX;MEX-JAL;Ocotlán;84479;20.37;-102.77
POL;ALL;Nowy Sącz;84439;49.63;20.7
CHN;ALL;Yuanping;84437;38.73;112.72
CHN;ALL;Suicheng;84400;21.39;110.24
BFA;ALL;Koudougou;84399;12.25;-2.37
SVK;ALL;Nitra;84387;48.31;18.08
IRN;ALL;Dow Gonbadān;84384;30.36;50.78
PAK;ALL;Khāriān;84375;32.81;73.89
MEX;MEX-QROO;Cozumel;84347;20.51;-86.95
NLD;ALL;Hilversum;84338;52.23;5.18
USA;UT;Orem city;84324;40.298753;-111.696486
IND;ALL;Bālāghāt;84322;21.8;80.18
CHN;ALL;Xiongzhou;84303;25.12;114.3
CHN;ALL;Dafeng;84270;33.2;120.43
PHL;ALL;Apalit;84239;14.95;120.77
ITA;ALL;Caserta;84238;41.07;14.32
ESP;ALL;Coslada;84221;40.43;-3.57
SYR;ALL;Ma'arrat-an-Nu'mān;84205;35.66;36.67
IND;ALL;Yemmiganur;84204;15.73;77.48
COL;ALL;Chía;84190;4.87;-74.07
BRA;ALL;Moji-Mirim;84166;-22.43;-46.96
PLW;ALL;an-Nuşayrāt;84164;31.46;34.38
IND;ALL;Jaypur;84136;18.86;82.56
BGD;ALL;Paţūākhālī;84129;22.36;90.24
MYS;ALL;Gombak Setia;84117;3.3;101.7
USA;CA;Hawthorne city;84112;33.917214;-118.348607
IRN;ALL;Kamāl Shahr;84106;35.86;50.87
ZAF;ALL;Mthatha;84094;-31.58;28.79
USA;CA;Santa Monica city;84084;34.022059;-118.481336
UZB;ALL;Kogon;84076;39.72;64.55
DEU;ALL;Tübingen;84002;48.53;9.06
CHN;ALL;Caocheng;83965;34.82;115.53
CHN;ALL;Nanzhang;83917;31.77;111.83
GBR;ENG;Harrogate;83913;53.99;-1.54
IRN;ALL;Kāshmar;83895;35.18;58.45
CHN;ALL;Jiangdu;83883;32.43;119.57
BRA;ALL;Três Lagoas;83876;-20.79;-51.72
TUR;ALL;Elbistan;83866;38.21;37.21
IND;ALL;Katwa;83864;23.65;88.13
SWE;ALL;Norrköping;83833;58.6;16.17
IDN;ALL;Ende;83829;-8.86;121.65
USA;MA;Newton city;83829;42.337713;-71.209936
ZAF;ALL;Sasolburg;83818;-26.82;27.84
ESP;ALL;Roquetas de Mar;83782;36.77;-2.61
PAK;ALL;Shāhdādkot;83718;27.85;67.9
SEN;ALL;Louga;83713;15.61;-16.25
CHN;ALL;Hecun;83699;36.52;114.1
CHN;ALL;Zhangshui;83697;28.07;115.53
USA;CA;Whittier city;83680;33.965662;-118.024495
USA;TX;Tyler city;83650;32.334249;-95.299927
ARG;ALL;Presidencia Roque Sáenz Peña;83633;-26.79;-60.45
IND;ALL;Kāraikāl;83593;10.93;79.83
PAK;ALL;Dīpālpur;83567;30.67;73.66
BRA;ALL;São Mateus;83560;-18.73;-39.86
ITA;ALL;Treviso;83549;45.67;12.24
CHN;ALL;Tancheng;83546;34.58;118.14
CHN;ALL;Jinshi;83488;29.63;111.85
BRA;ALL;Sapiranga;83474;-29.63;-51
FRA;ALL;Pau;83463;43.3;-0.39
CHN;ALL;Keshan;83459;48.03;125.86
ESP;ALL;Palencia;83435;42.03;-4.54
GHA;ALL;Techiman;83430;7.58;-1.94
EGY;ALL;Fakoos;83428;30.74;31.8
BRA;ALL;Jataí;83385;-17.88;-51.75
MUS;ALL;Curepipe;83380;-20.31;57.51
MAR;ALL;Sidi Slimane;83379;34.27;-5.93
ZMB;ALL;Mazabuka;83311;-15.86;27.76
IND;ALL;Jhārsuguda;83306;21.87;84.01
ISR;ALL;Kefar Sava;83274;32.19;34.91
USA;WA;Federal Way city;83259;47.312960;-122.339173
IDN;ALL;Serpong;83246;-6.32;106.66
TUR;ALL;Sarıgazi;83235;41.01;29.21
ISR;ALL;Herzeliyya;83222;32.17;34.84
GBR;ENG;Bedford;83215;52.15;-0.49
RUS;ALL;Chaykovskiy;83208;56.78;54.15
COL;ALL;Ocaña;83197;8.24;-73.35
JOR;ALL;Mādabā;83184;31.72;35.79
ESP;ALL;Pozuelo de Alarcón;83183;40.44;-3.81
IND;ALL;Mawāna;83164;29.11;77.91
RUS;ALL;Kaspiysk;83123;42.88;47.64
IND;ALL;Kharagpur Railway Settlement;83114;22.34;87.26
DEU;ALL;Minden;83097;52.29;8.9
THA;ALL;Krathum Baen;83094;13.65;100.27
CHN;ALL;Ningyang;83073;35.76;116.78
USA;IN;Hammond city;83048;41.611185;-87.493080
GBR;ENG;Hastings;83035;50.86;0.57
LKA;ALL;Battaramulla;83024;6.9;79.92
PRI;ALL;Caguas;83007;18.23;-66.07
ESP;ALL;Avilés;82971;43.56;-5.91
USA;CT;Norwalk city;82951;41.110079;-73.421902
IND;ALL;Daosa;82943;26.88;76.33
USA;FL;Plantation city;82934;26.124354;-80.249503
DEU;ALL;Worms;82928;49.64;8.35
ESP;ALL;Las Rozas de Madrid;82927;40.5;-3.87
CHN;ALL;Pecheng;82922;34.73;116.93
MAR;ALL;Berkane;82901;34.93;-2.33
BRA;ALL;Itumbiara;82871;-18.4;-49.21
RUS;ALL;Azov;82859;47.11;39.41
NGA;ALL;Ughelli;82848;5.5;6
IND;ALL;Dāltenganj;82841;24.05;84.06
BRA;ALL;São João del Rei;82840;-21.13;-44.25
CHN;ALL;Lingdong;82809;46.57;131.14
CHN;ALL;Lushunkou;82802;38.81;121.25
BRA;ALL;Pará de Minas;82774;-19.84;-44.61
IDN;ALL;Dayeuh Kolot;82733;-6.98;107.62
TUR;ALL;Nevşehir;82701;38.63;34.72
BGD;ALL;Bholā;82696;22.68;90.64
CHN;ALL;Changqing;82676;36.55;116.73
KOR;ALL;Tongyong;82630;34.84;128.42
RUS;ALL;Yurga;82628;55.72;84.89
PRY;ALL;Villa Elisa;82617;-25.37;-57.62
CHN;ALL;Yunhe;82589;34.31;117.95
UKR;ALL;Berdychiv;82582;49.9;28.58
FRA;ALL;Vitry-sur-Seine;82562;48.79;2.39
UKR;ALL;Mukacheve;82548;48.45;22.72
MRT;ALL;Nouadhibou;82535;20.96;-17.04
IND;ALL;Nawābganj;82526;26.94;81.19
ITA;ALL;Casoria;82522;40.9;14.28
RUS;ALL;Anzhero-Sudzhensk;82506;56.08;86.04
GBR;ENG;Harlow;82495;51.78;0.11
MEX;MEX-COL;Tecomán;82487;18.92;-103.88
AGO;ALL;Luena;82486;-11.79;19.9
GHA;ALL;Nungua;82452;5.6;-0.07
IRN;ALL;Salmās;82429;38.18;44.75
KAZ;ALL;Sarķand;82422;45.42;79.91
ARG;ALL;Gualeguaychú;82406;-33.02;-58.52
CHN;ALL;Dinghai;82404;30.02;122.1
GBR;ENG;Bath;82403;51.39;-2.38
MOZ;ALL;Angoche;82388;-16.23;39.91
USA;CO;Thornton city;82384;39.903043;-104.954406
UGA;ALL;Mbale;82351;1.09;34.17
ROU;ALL;Bistriţa;82342;47.14;24.5
ITA;ALL;Lucca;82338;43.85;10.5
CHN;ALL;Taihe;82333;30.86;105.38
IND;ALL;Palāsa;82288;18.77;84.42
IND;ALL;Arakonam;82273;13.08;79.67
CHN;ALL;Yima;82272;34.72;111.87
BGR;ALL;Pernik;82217;42.61;23.03
ITA;ALL;Busto Arsizio;82214;45.62;8.84
CHN;ALL;Nangong;82199;37.37;115.36
NLD;ALL;Amstelveen;82194;52.32;4.86
UKR;ALL;Shostka;82173;51.87;33.48
CHN;ALL;Xindian;82122;36.84;118.28
IND;ALL;Dādri;82117;28.57;77.55
USA;MI;Farmington Hills city;82111;42.486120;-83.375516
RUS;ALL;Troitsk;82105;54.1;61.57
USA;FL;West Palm Beach city;82103;26.709992;-80.064373
GRC;ALL;Vólos;82068;39.37;22.95
DEU;ALL;Wilhelmshaven;82054;53.54;8.11
SYR;ALL;al-H̨asakah;82054;36.5;40.76
USA;OH;Youngstown city;82026;41.096258;-80.649299
RUS;ALL;Klin;81974;56.34;36.7
LBY;ALL;Darnah;81965;32.77;22.64
GRC;ALL;Keratsínion;81951;37.96;23.62
CHN;ALL;Jiancheng;81881;30.43;104.51
DEU;ALL;Villingen-Schwenningen;81880;48.07;8.45
BRA;ALL;Itaúna;81868;-20.06;-44.57
USA;IL;Decatur city;81860;39.851636;-88.944228
USA;WI;Racine city;81855;42.726052;-87.805873
CHN;ALL;Quzhou;81814;28.97;118.87
ITA;ALL;Marsala;81806;37.81;12.43
IND;ALL;Jhumri Tilaiyā;81771;24.43;85.52
CAN;QC;Saint-Jean-sur-Richelieu;81763;45.31;-73.26
IND;ALL;Balrāmpur;81759;27.43;82.18
ESP;ALL;Sant Boi de Llobregat;81749;41.36;2.03
KHM;ALL;Kâmpóng Chhnang;81744;12.26;104.66
NPL;ALL;Bhaktapur;81744;27.67;85.43
THA;ALL;Ayutthaya;81741;14.36;100.57
RUS;ALL;Ramenskoye;81728;55.49;38.35
RUS;ALL;Reutov;81722;55.76;37.86
ESP;ALL;Getxo;81710;43.36;-3
IND;ALL;Khambhat;81706;22.32;72.61
GBR;NIR;Lisburn;81686;54.52;-6.06
CHN;ALL;Yudong;81683;29.39;106.5
COL;ALL;Maicao;81669;11.39;-72.24
CHN;ALL;Gantou;81645;26.2;119.53
TUN;ALL;Mūh̨ammadiyat Fušānah;81643;36.68;10.17
IND;ALL;Dhorāji;81635;21.74;70.44
IND;ALL;Bhadohī;81620;25.4;82.56
CHN;ALL;Shangzhi;81605;45.22;127.97
AUS;ALL;Ballarat;81597;-37.56;143.84
GBR;ENG;Wigan;81576;53.55;-2.64
FRA;ALL;Aulnay-sous-Bois;81545;48.96;2.49
ESP;ALL;Pontevedra;81542;42.42;-8.66
ITA;ALL;Gela;81540;37.08;14.21
TUR;ALL;Gemlik;81538;40.43;29.15
IND;ALL;Anjār;81524;23.12;70.02
IND;ALL;Palwancha;81499;17.6;80.68
PAK;ALL;Lieah;81496;30.97;70.93
MYS;ALL;Labuan;81485;5.29;115.24
ESP;ALL;Toledo;81473;39.86;-4.03
GHA;ALL;Tema New Town;81449;5.68;0.07
ESP;ALL;Torrent;81378;39.44;-0.46
COL;ALL;Magangué;81355;9.23;-74.74
PER;ALL;Huaral;81331;-11.5;-77.21
IDN;ALL;Ponorogo;81318;-7.87;111.47
CHN;ALL;Shanting;81299;35.09;117.45
DOM;ALL;Barahona;81283;18.21;-71.1
NLD;ALL;Hengelo;81258;52.25;6.78
IND;ALL;Faridpur;81247;28.22;79.53
USA;PA;Reading city;81207;40.341692;-75.926301
RKS;ALL;Peć;81173;42.66;20.31
TUR;ALL;Erzincan;81170;39.74;39.5
NIC;ALL;Granada;81150;11.94;-85.96
CHN;ALL;Xushan;81117;30.23;121.25
GTM;ALL;Cotzumalguapa;81103;14.33;-91.01
BRA;ALL;São João da Boa Vista;81101;-21.98;-46.79
IND;ALL;Brājrājnagar;81081;21.82;83.91
TUR;ALL;Kilis;81079;36.73;37.11
LBN;ALL;Ba'labakk;81052;34.01;36.21
ESP;ALL;Orihuela;81021;38.09;-0.95
ROU;ALL;Slatina;80984;44.44;24.36
USA;MI;Troy city;80959;42.580141;-83.142980
GBR;ENG;Saint Albans;80944;51.75;-0.34
IND;ALL;Kannauj;80927;27.06;79.91
JAM;ALL;Montego Bay;80906;18.47;-77.92
IDN;ALL;Magetan;80898;-7.65;111.33
USA;CA;Redding city;80865;40.576606;-122.370325
IDN;ALL;Kebomas;80857;-7.17;112.63
IDN;ALL;Sibolga;80835;1.74;98.78
DEU;ALL;Konstanz;80834;47.68;9.17
IDN;ALL;Genteng;80834;-8.36;114.14
BRA;ALL;Balsas;80829;-7.52;-46.05
DZA;ALL;Bi'r H̱ādam;80812;36.72;3.03
PRI;ALL;Guaynabo;80810;18.39;-66.11
USA;OH;Canton city;80806;40.804958;-81.375792
MEX;MEX-PUE;Teziutlán;80746;19.82;-97.36
GBR;ENG;Hemel Hempstead;80744;51.76;-0.48
UKR;ALL;Stakhanov;80741;48.56;38.65
EGY;ALL;Kirdāsah;80735;30.03;31.11
IDN;ALL;Ciranjang;80719;-6.8;107.22
UZB;ALL;Şahrihan;80717;40.71;72.06
CHL;ALL;Alto Hospicio;80679;-20.25;-70.12
PLW;ALL;Dayr al-Balah;80677;31.42;34.35
PAK;ALL;Miān Channūn;80672;30.44;72.34
IRN;ALL;Alīgūdarz;80667;33.37;49.72
BGD;ALL;Alamdānga;80666;23.74;88.93
IND;ALL;Malaut;80644;30.23;74.48
RUS;ALL;Yessentuki;80630;44.04;42.85
SVK;ALL;Banská Bystrica;80630;48.74;19.15
IND;ALL;Nagīna;80620;29.45;78.43
IND;ALL;Hingoli;80603;19.72;77.14
GBR;ENG;Stockton-on-Tees;80595;54.57;-1.32
BGR;ALL;Yambol;80590;42.5;26.52
CHN;ALL;Nanhai;80590;30.18;111.76
JOR;ALL;al-Jubayhah;80542;32.02;35.86
GBR;ENG;Chester;80537;53.2;-2.92
USA;TX;Denton city;80537;33.216296;-97.129194
CMR;ALL;Bafang;80525;5.17;10.18
BRA;ALL;Alegrete;80491;-29.78;-55.79
BLR;ALL;Polack;80470;55.49;28.79
TUN;ALL;al-Qaşrayn;80460;35.18;8.83
CHN;ALL;Tongzi;80451;28.14;106.81
IND;ALL;Ratnāgiri;80449;17;73.29
CHN;ALL;Gushi;80434;32.18;115.67
AUS;ALL;Rockingham;80418;-32.28;115.72
OMN;ALL;al-Mud̨aybī;80403;22.57;58.12
IDN;ALL;Tuban;80369;-6.87;112.03
GRC;ALL;Ilioúpoli;80336;37.93;23.76
PAK;ALL;Turbat;80312;25.99;63.07
USA;AR;Fort Smith city;80268;35.368691;-94.398737
GRC;ALL;Néa Smírni;80256;37.95;23.72
PAK;ALL;Bhalwal;80254;32.27;72.9
ESP;ALL;Sant Cugat del Vallès;80253;41.47;2.08
CHN;ALL;Baoying;80241;33.23;119.3
GBR;ENG;Birkenhead;80231;53.39;-3.04
RUS;ALL;Kropotkin;80220;45.44;40.58
BHR;ALL;Madīnat H̨amad;80206;26.11;50.51
SEN;ALL;Tambacounda;80206;13.78;-13.68
HUN;ALL;Szombathely;80204;47.23;16.63
IDN;ALL;Kadungora;80201;-7.08;107.9
MUS;ALL;Quatre Bornes;80172;-20.26;57.47
BRA;ALL;Santo Antônio de Jesus;80155;-12.97;-39.27
CHN;ALL;Tangjiazhuang;80150;39.74;118.45
THA;ALL;Bang Kruai;80124;13.81;100.45
NGA;ALL;Umuahia;80111;5.53;7.5
IDN;ALL;Tarogong;80107;-7.2;107.87
USA;KS;Lawrence city;80098;38.959902;-95.253199
GTM;ALL;San Pedro Ayampuc;80088;14.79;-90.45
DZA;ALL;Maġniyah;80068;34.86;-1.73
IND;ALL;Dhuliān;80043;24.68;87.97
BRA;ALL;Nova Viçosa;80036;-17.88;-39.37
CHN;ALL;Liangxiang;80024;39.73;116.13
IND;ALL;Koch Bihār;80023;26.33;89.46
CHN;ALL;Panshi;80008;42.94;126.05
GBR;ENG;Warrington;79997;53.39;-2.6
USA;NY;Cheektowaga CDP;79988;42.911958;-78.759679
RUS;ALL;Dolgoprudnyy;79955;55.93;37.51
CHN;ALL;Woyang;79951;31.99;116.23
NGA;ALL;Epe;79948;6.59;3.98
DZA;ALL;Tamanrāsat;79945;22.79;5.52
MEX;MEX-MICH;Zitácuaro;79943;19.44;-100.36
USA;CA;Roseville city;79921;38.752434;-121.289338
IND;ALL;Karauli;79917;26.5;77.02
IND;ALL;Manmād;79908;20.26;74.43
IND;ALL;Vīrappanchatram;79906;11.4;77.7
USA;NJ;Camden city;79904;39.937195;-75.106186
TZA;ALL;Mtwara;79866;-10.27;40.19
GBR;ENG;Stevenage;79857;51.92;-0.21
AUS;ALL;Bendigo;79834;-36.76;144.28
IRN;ALL;Chāh Bahār;79821;25.3;60.63
BEL;ALL;Mechelen;79810;51.03;4.47
CHN;ALL;Zhuanghe;79801;39.69;122.97
GRC;ALL;Khalándrion;79751;38.03;23.8
POL;ALL;Konin;79743;52.21;18.25
BRA;ALL;Candeias;79718;-12.71;-38.51
NLD;ALL;Purmerend;79713;52.52;4.94
CHN;ALL;Dashiqiao;79641;40.64;122.5
USA;SC;North Charleston city;79641;32.885379;-80.016881
DEU;ALL;Marburg;79623;50.8;8.77
BGD;ALL;Rangunia;79618;22.46;92.06
CHN;ALL;Taixing;79605;32.17;120
BRA;ALL;Cáceres;79586;-16.05;-57.51
GBR;ENG;South Shields;79579;55;-1.43
ETH;ALL;Ārba Minch;79566;6.04;37.55
USA;WA;Kent city;79524;47.382689;-122.227021
GHA;ALL;Sunyani;79507;7.34;-2.35
ITA;ALL;Guidonia;79491;42.02;12.68
USA;CA;San Leandro city;79452;37.710697;-122.153357
PHL;ALL;Sagay;79440;10.93;123.42
USA;FL;Palm Bay city;79413;27.982980;-80.658798
IND;ALL;Dhrāngadhra;79384;23;71.46
PHL;ALL;Balanga;79381;14.68;120.54
DOM;ALL;San Juan de la Maguana;79371;18.81;-71.23
USA;CA;Lakewood city;79345;33.847365;-118.119889
USA;GA;Roswell city;79334;34.033896;-84.344028
BRA;ALL;Caldas Novas;79304;-17.74;-48.62
CHN;ALL;Shouguang;79287;36.89;118.7
IND;ALL;Kadayanallur;79285;9.08;77.35
GHA;ALL;Ho;79281;6.6;0.47
CHN;ALL;Shenxian;79271;36.24;115.66
USA;RI;Cranston city;79269;41.773200;-71.453289
UKR;ALL;Artyomovsk;79265;48.59;38.01
KOR;ALL;Kwachŏn;79243;37.42;126.99
GBR;ENG;Weston-super-Mare;79204;51.36;-2.98
CHN;ALL;Tumen;79203;42.97;129.82
IND;ALL;Pilkhuwa;79199;28.72;77.65
COD;ALL;Kamina;79192;-8.73;25.01
CHN;ALL;Qixia;79181;37.3;120.84
UKR;ALL;Izmayil;79171;45.35;28.83
BRA;ALL;Lorena;79170;-22.73;-45.11
IND;ALL;Kundla;79166;21.35;71.3
IND;ALL;Tīkamgarh;79160;24.74;78.83
MEX;MEX-TAM;El Mante;79156;22.73;-98.97
CIV;ALL;Grand Bassam;79152;5.2;-3.75
IND;ALL;Dhone;79126;15.42;77.88
OMN;ALL;al-Maşna'ah;79124;23.78;57.63
UKR;ALL;Yalta;79120;44.5;34.17
SDN;ALL;Yei;79108;4.09;30.68
BRA;ALL;São Cristóvão;79089;-11.01;-37.21
MEX;MEX-GTO;Guanajuato;79081;21.02;-101.28
CHN;ALL;Xinzhou;79061;30.84;114.78
MEX;MEX-BC;Rosarito;79057;32.33;-117.03
IND;ALL;Sindari;79051;23.68;86.49
KOR;ALL;Yŏngju;79049;36.83;128.62
IRN;ALL;Andīsheh;79046;35.7;51
ARG;ALL;San Ramón de la Nueva Orán;79042;-23.14;-64.32
COL;ALL;Ipiales;79018;0.83;-77.65
REU;ALL;Saint-Pierre;79005;-21.32;55.47
PLW;ALL;Bayt Lāhiyā;78997;31.56;34.5
TUN;ALL;al-Munastīr;78980;35.79;10.82
CHN;ALL;Linping;78976;30.42;120.3
TUR;ALL;Iğdır;78956;39.92;44.05
ZAF;ALL;Standerton;78941;-26.94;29.24
TUR;ALL;Erciş;78932;39.03;43.37
RUS;ALL;Shadrinsk;78897;56.08;63.64
CAN;ON;Sarnia;78872;42.99;-82.4
EGY;ALL;Armant;78864;25.72;32.59
IND;ALL;Konnagar;78850;22.7;88.36
MYS;ALL;Balakong;78817;3.03;101.75
ARG;ALL;Villa Carlos Paz;78813;-31.42;-64.5
USA;PR;Guaynabo zona urbana;78806;18.386459;-66.113793
ESP;ALL;Arona;78788;28.09;-16.67
IDN;ALL;Kota Pinang;78751;1.9;100.08
MEX;MEX-PUE;Texmelucan;78747;19.28;-98.43
IDN;ALL;Karangsembung;78744;-6.83;108.65
BRA;ALL;Patrocínio;78735;-18.93;-47
IDN;ALL;Cirebon Barat;78722;-6.71;108.53
DEU;ALL;Dorsten;78674;51.67;6.97
USA;NJ;Clifton city;78672;40.867899;-74.154520
PRK;ALL;Sinpo;78670;40.03;128.17
USA;PR;Mayagüez zona urbana;78647;18.201578;-67.142985
CHN;ALL;Jiexiu;78624;37.04;111.9
FRA;ALL;Antibes;78619;43.6;7.12
FRA;ALL;Rueil-Malmaison;78605;48.89;2.17
TZA;ALL;Bukoba;78594;-1.32;31.8
TUR;ALL;Kadirli;78581;37.37;36.11
DZA;ALL;H̱amīs Milyānah;78566;36.26;2.21
ESP;ALL;Guadalajara;78549;40.64;-3.17
KEN;ALL;Kitale;78543;1.03;34.99
PAK;ALL;Kotri;78542;25.36;68.3
IND;ALL;Gokāk;78522;16.18;74.81
KOR;ALL;Tongduchŏn;78519;37.92;127.05
TUN;ALL;al-Marsā;78516;36.88;10.34
EGY;ALL;Maghagheh;78502;28.65;30.84
DZA;ALL;Sīdī 'Aysā;78499;35.9;3.77
UKR;ALL;Drohobych;78498;49.35;23.5
ISR;ALL;H̱adera;78480;32.45;34.92
PHL;ALL;Talisay;78475;10.74;122.97
IND;ALL;Kottagūdem;78465;17.56;80.64
USA;FL;Lakeland city;78452;28.041248;-81.958978
IND;ALL;Gārulia;78443;22.83;88.37
PHL;ALL;Capas;78420;15.33;120.59
ITA;ALL;Grosseto;78417;42.77;11.1
FRA;ALL;Champigny-sur-Marne;78382;48.82;2.51
TUR;ALL;Kars;78365;40.59;43.07
CZE;ALL;Zlín;78353;49.23;17.65
IND;ALL;Shāhābād;78351;27.65;79.95
CHN;ALL;Pingyi;78328;35.51;117.62
TUR;ALL;Çekmeköy;78323;41.04;29.18
CHL;ALL;Peñaflor;78319;-33.62;-70.92
FRA;ALL;Courbevoie;78317;48.9;2.25
ARG;ALL;Venado Tuerto;78310;-33.75;-61.97
USA;MI;Southfield city;78296;42.479641;-83.244955
POL;ALL;Piotrków Trybunalski;78289;51.41;19.7
USA;CA;Buena Park city;78282;33.856214;-118.004169
CHL;ALL;Ovalle;78272;-30.59;-71.2
IND;ALL;Jagdalpur;78261;19.09;82.03
BRA;ALL;Alfenas;78252;-21.41;-45.95
USA;CA;Carlsbad city;78247;33.121990;-117.296811
IND;ALL;Ambikāpur;78243;23.13;83.2
CAN;ON;Peterborough;78207;44.3;-78.34
TCD;ALL;Abéché;78191;13.84;20.83
USA;FL;Pompano Beach city;78191;26.234659;-80.125615
TGO;ALL;Atakpamé;78190;7.53;1.12
DZA;ALL;al-Bayađ;78185;33.69;1.01
ZAF;ALL;Oudtshoorn;78173;-33.58;22.19
IND;ALL;Ambājogāi;78162;18.73;76.38
MLI;ALL;Koutiala;78150;12.39;-5.47
COD;ALL;Lodja;78109;-3.49;23.42
ZAF;ALL;Mosselbay;78092;-34.17;22.13
BEL;ALL;Aalst;78053;50.93;4.03
TZA;ALL;Mugombe;78029;-4.45;30.3
SRB;ALL;Pančevo;77985;44.87;20.66
TUN;ALL;Bin 'Arūs;77975;36.75;10.32
PAK;ALL;Tando Muhammad Khān;77963;25.12;68.53
GRC;ALL;Amaroúsion;77944;38.05;23.8
CHN;ALL;Huangmei;77923;30.08;115.93
USA;AL;Tuscaloosa city;77906;33.206540;-87.534607
KGZ;ALL;Celalabad;77903;40.94;73
CHN;ALL;Rucheng;77898;32.4;120.55
BGR;ALL;Khaskovo;77895;41.94;25.56
USA;FL;Brandon CDP;77895;27.934651;-82.289078
IND;ALL;Kuniyamuthur;77863;10.98;76.95
IND;ALL;Ālīpur Duār;77836;26.5;89.53
IND;ALL;Mahuva;77834;21.1;71.75
IND;ALL;Dhārāpuram;77834;10.74;77.52
DZA;ALL;Šarī'ah;77802;35.28;7.75
BEL;ALL;La Louvière;77791;50.49;4.23
DEU;ALL;Neumünster;77790;54.07;9.98
MAR;ALL;Khenifra;77771;32.95;-5.67
CUB;ALL;Palma Soriano;77766;20.22;-76
CHN;ALL;Bijie;77749;27.31;105.28
USA;TX;Lewisville city;77737;33.038316;-97.006232
IRN;ALL;Bonāb;77730;37.33;46.05
BFA;ALL;Banfora;77705;10.63;-4.76
EGY;ALL;El Manzala;77695;31.16;31.93
CHN;ALL;Xincheng;77680;36.24;116.76
IRN;ALL;Tākestān;77672;36.07;49.7
CIV;ALL;Dabou;77641;5.32;-4.39
BRA;ALL;Altamira;77632;-3.2;-52.21
CHN;ALL;Youhao;77629;47.87;128.83
AZE;ALL;Qaraçuxur;77619;40.42;49.96
IND;ALL;Pune Cantonment;77611;18.5;73.88
RUS;ALL;Vyborg;77580;60.7;28.75
IDN;ALL;Sungai Liat;77564;-1.86;106.1
PHL;ALL;Bulacan;77552;14.79;120.88
COD;ALL;Lisala;77548;2.14;21.51
CHN;ALL;Linqu;77546;36.51;118.52
CHN;ALL;Shitanjing;77543;39.24;106.33
MOZ;ALL;Dondo;77532;-19.62;34.73
CHN;ALL;Songling;77517;31.13;120.66
PER;ALL;Paita;77517;-5.09;-81.12
USA;AZ;Yuma city;77515;32.692148;-114.615389
SWE;ALL;Umeå;77502;63.83;20.24
USA;MA;Somerville city;77478;42.390546;-71.103683
NGA;ALL;Eket;77472;4.64;7.93
CAN;AB;Lethbridge;77457;49.69;-112.83
CHN;ALL;Daqiao;77433;29.66;121.4
USA;CA;Santa Maria city;77423;34.951377;-120.433373
DEU;ALL;Lüdenscheid;77421;51.23;7.6
NLD;ALL;Roosendaal;77386;51.54;4.46
IDN;ALL;Tarub;77376;-6.91;109.18
CHN;ALL;Yanzhou;77349;35.55;116.82
RKS;ALL;Đakovica;77339;42.39;20.43
MYS;ALL;Donggongon;77336;5.92;116.08
IND;ALL;Chāndpur;77322;29.14;78.27
CHN;ALL;Jishui;77317;33.74;115.4
BRA;ALL;Campo Murão;77314;-24.05;-52.42
BRA;ALL;João Monlevade;77268;-19.83;-43.16
MYS;ALL;Temerloh;77252;3.45;102.42
KOR;ALL;Yangsan;77236;35.34;129.04
CHN;ALL;Shulan;77234;44.41;126.94
USA;UT;Ogden city;77226;41.227744;-111.961193
MRT;ALL;Kīfah;77214;16.62;-11.4
IND;ALL;Sirsilla;77212;18.4;78.81
IND;ALL;Bodināyakkanūr;77208;10.01;77.35
ZWE;ALL;Kadoma;77205;-18.33;29.91
BGR;ALL;Pazardzhik;77196;42.2;24.33
CHN;ALL;Yangliuqing;77194;39.13;116.99
SWE;ALL;Lund;77179;55.71;13.2
ZAF;ALL;Graaff-Reinet;77177;-32.3;24.54
USA;MI;Kalamazoo city;77145;42.279207;-85.583902
GBR;ENG;Newcastle-under-Lyme;77140;53.02;-2.23
IND;ALL;Karūr;77131;10.96;78.07
ARG;ALL;General Roca;77130;-39.02;-67.61
BRA;ALL;Paragominas;77126;-2.96;-47.49
IDN;ALL;Batu;77112;-7.87;112.52
GIN;ALL;Coyah;77103;9.71;-13.39
ECU;ALL;El Carmen;77088;-1.32;-80.02
ROU;ALL;Călăraşi;77057;44.2;27.33
POL;ALL;Siedlce;77053;52.17;22.28
IND;ALL;Srikālahasti;77047;13.76;79.7
IND;ALL;Vadakara;77044;11.61;75.58
