country;state;Name;Pop.;latitude;longitude
FRA;ALL;Fosses;10951;49.1;2.48
FRA;ALL;Hoenheim;10951;48.63;7.75
RUS;ALL;Alkhan-Kala;10951;43.26;45.54
ESP;ALL;Oropesa;10950;40.1;0.15
ESP;ALL;Alberic;10950;39.12;-0.52
MEX;MEX-EMEX;Progreso Industrial;10949;19.63;-99.36
NGA;ALL;Effa;10949;7.68;5.9
CZE;ALL;Boskovice;10948;49.49;16.66
FRA;ALL;Saint-Rémy-de-Provence;10948;43.8;4.82
NGA;ALL;Igbo Ekhe;10948;4.95;7.08
ESP;ALL;Villablino;10946;42.95;-6.31
IND;ALL;Bugganipalle;10946;15.48;78.2
UKR;ALL;Vysokyy;10946;49.89;36.12
USA;NJ;River Edge borough;10946;40.927579;-74.037394
CZE;ALL;Domažlice;10945;49.45;12.93
HRV;ALL;Slatina;10945;45.7;17.71
PHL;ALL;Vallehermoso;10945;10.33;123.33
USA;TX;El Campo city;10945;29.196611;-96.273471
DEU;ALL;Marktheidenfeld;10944;49.85;9.6
LBN;ALL;Zgartā;10944;34.4;35.89
USA;OH;Richmond Heights city;10944;41.558183;-81.503651
ITA;ALL;Musile di Piave;10943;45.62;12.55
IND;ALL;Haroli;10942;29.65;75.47
MDG;ALL;Andevoranto;10942;-18.95;49.1
BRA;ALL;Carira;10941;-10.34;-37.69
USA;MN;East Bethel city;10941;45.326914;-93.210050
IND;ALL;Kurud;10939;20.83;81.72
USA;MD;Brooklyn Park CDP;10938;39.224857;-76.612655
USA;MD;Friendly CDP;10938;38.750064;-76.974267
USA;IA;Oskaloosa city;10938;41.293856;-92.644546
COL;ALL;Timbío;10937;2.37;-76.69
RUS;ALL;Ozyornyy;10937;57.9;33.65
BEL;ALL;Damme;10936;51.25;3.28
FRA;ALL;Annoeullin;10936;50.53;2.94
ITA;ALL;Badia Polesine;10935;45.11;11.47
DEU;ALL;Grafschaft;10934;50.58;7.07
IND;ALL;Khonsa;10934;27.02;95.57
USA;PA;Harrison Township CDP;10934;40.626826;-79.724797
BRA;ALL;Marapanim;10933;-0.7;-47.7
DEU;ALL;Ruppichteroth;10932;50.85;7.48
HRV;ALL;Trogir;10932;43.53;16.25
BRA;ALL;Tarumã;10931;-22.74;-50.56
MEX;MEX-JAL;Ayotlán;10931;20.53;-102.35
MEX;MEX-MOR;Tlaltizapán;10931;18.68;-99.12
PHL;ALL;Baganga;10930;7.57;126.56
USA;NJ;Lincoln Park borough;10930;40.923233;-74.293764
DEU;ALL;Malente;10929;54.18;10.56
HUN;ALL;Csorna;10929;47.61;17.25
NGA;ALL;Kazaure;10929;12.65;8.41
RUS;ALL;Bisert;10929;56.86;59.05
NER;ALL;Madarounfa;10928;13.3;7.15
USA;TX;Burkburnett city;10927;34.082663;-98.568217
USA;OH;Vermilion city;10927;41.417656;-82.344351
MEX;MEX-YUC;Chemax;10926;20.65;-87.93
RUS;ALL;Kargopol;10926;61.5;38.97
IND;ALL;Kolagallu;10925;15.2;76.87
TUR;ALL;Gülnar;10925;36.34;33.4
ROU;ALL;Hârşova;10924;44.69;27.95
YEM;ALL;al-H̨āmī;10924;14.81;49.83
ESP;ALL;Ripoll;10923;42.2;2.19
ETH;ALL;Sagure;10923;7.75;39.15
USA;CA;Grass Valley city;10922;39.219215;-121.058414
RUS;ALL;Tatsinskaya;10921;48.2;41.28
RUS;ALL;Kharovsk;10920;59.96;40.19
USA;NC;Southern Pines town;10918;35.181892;-79.398287
GTM;ALL;San Felipe;10917;14.62;-91.6
PRT;ALL;Selho;10917;41.42;-8.34
ETH;ALL;Sendafa;10916;9.15;39.02
USA;NY;Elwood CDP;10916;40.845665;-73.335185
GRC;ALL;Fársala;10915;39.29;22.38
MRT;ALL;Aqjawajat;10915;19.75;-14.4
POL;ALL;Międzychód;10915;52.61;15.9
BRA;ALL;Altônia;10914;-23.93;-53.9
FRA;ALL;Loudéac;10914;48.19;-2.77
ITA;ALL;Alberobello;10914;40.79;17.26
PHL;ALL;Santa Cruz;10914;13.07;120.73
IND;ALL;Nālāgarh;10913;31.05;76.72
RUS;ALL;Ivangorod;10913;59.37;28.22
SWE;ALL;Oxelösund;10912;58.67;17.13
USA;AR;Arkadelphia city;10912;34.121920;-93.066178
BRA;ALL;Queimadas;10911;-10.98;-39.63
RUS;ALL;Volchikha;10911;52.03;80.38
USA;MD;Cambridge city;10911;38.566285;-76.077081
NGA;ALL;Ita Ogbolu;10909;7.97;5.25
SLV;ALL;San Antonio del Monte;10908;13.72;-89.75
USA;WI;Cedarburg city;10908;43.298960;-87.987209
IND;ALL;Kamtaul;10907;26.35;85.83
DOM;ALL;Las Matas de Santa Cruz;10906;19.67;-71.5
PER;ALL;Tambo;10906;-14.8;-73.92
BRA;ALL;Caçu;10905;-18.61;-51.07
ESP;ALL;Santa Cruz de Bezana;10905;43.45;-3.9
USA;WI;Hartford city;10905;43.318361;-88.378808
CHE;ALL;Oftringen;10904;47.32;7.91
BRA;ALL;Conceição do Mato Dentro;10903;-19.03;-43.43
DEU;ALL;Rüthen;10903;51.49;8.44
ITA;ALL;Fagnano Olona;10902;45.67;8.86
USA;OH;Girard city;10902;41.158607;-80.695558
ITA;ALL;Stradella;10901;45.08;9.26
SVK;ALL;Štúrovo;10901;47.8;18.72
MEX;MEX-CHIH;Guachochi;10900;26.82;-107.09
BRA;ALL;Ibicuí;10899;-14.85;-39.98
USA;CA;Foothill Ranch CDP;10899;33.688524;-117.664281
PER;ALL;Villa Rica;10898;-10.72;-75.29
PRT;ALL;Fernão Ferro;10898;38.58;-9.12
BRA;ALL;Picuí;10896;-6.51;-36.35
NGA;ALL;Katabu;10896;10.7;7.51
DEU;ALL;Rosendahl;10894;51.77;7.95
RUS;ALL;Rauschen, Raushiai, Rushiai;10894;54.94;20.15
USA;MO;Town and Country city;10894;38.631002;-90.471581
USA;MI;Grosse Ile CDP;10894;42.130091;-83.160178
DEU;ALL;Oberkrämer;10893;52.68;13.05
GBR;WLS;Newtown;10892;52.52;-3.3
BRA;ALL;Envira;10891;-7.31;-70.24
ITA;ALL;San Giustino;10890;43.55;12.17
USA;FL;Seminole city;10890;27.838502;-82.784913
PRT;ALL;Cartaxo;10889;39.15;-8.77
USA;MN;Fairmont city;10889;43.652221;-94.458578
USA;FL;Upper Grand Lagoon CDP;10889;30.169898;-85.755909
BRA;ALL;Nova Londrina;10885;-22.76;-53
BRA;ALL;Ipaussu;10885;-23.05;-49.62
ESP;ALL;Elgoibar;10885;43.22;-2.42
ESP;ALL;Sant Joan de Vilatorrada;10885;41.75;1.8
HND;ALL;El Negrito;10885;15.31;-87.71
IND;ALL;Hulkoti;10883;15.43;75.53
ESP;ALL;Talayuela;10882;39.98;-5.6
ESP;ALL;Cocentaina;10882;38.75;-0.44
FRA;ALL;Tarare;10882;45.9;4.42
ITA;ALL;Castelnovo nè Monti;10882;44.43;10.4
RUS;ALL;Baranchinskiy;10881;58.16;59.7
CAN;ON;Uxbridge;10880;44.1;-79.12
USA;NJ;Pine Hill borough;10880;39.785014;-74.985523
GBR;SCT;Westhill;10879;57.15;-2.28
IND;ALL;Harchandpur;10879;26.35;81.17
FIN;ALL;Leppävirta;10877;62.48;27.78
USA;TN;Union City city;10876;36.424395;-89.050850
HUN;ALL;Hajdúsámson;10875;47.6;21.76
FRA;ALL;Bures-sur-Yvette;10874;48.7;2.17
DEU;ALL;Grevesmühlen;10872;53.87;11.18
DEU;ALL;Bockenem;10872;52.02;10.13
IND;ALL;Kingaon;10871;18.72;76.77
ITA;ALL;Cingoli;10871;43.37;13.21
JOR;ALL;Bal'amā;10871;32.23;36.08
USA;WA;Lea Hill CDP;10871;47.325998;-122.187815
DEU;ALL;Gemünden;10870;50.05;9.7
POL;ALL;Ciechocinek;10870;52.88;18.79
DEU;ALL;Grimmen;10869;54.11;13.03
FIN;ALL;Maarianhamina;10869;60.1;19.94
DEU;ALL;Diez;10868;50.37;8.01
FRA;ALL;Vauvert;10868;43.7;4.26
IND;ALL;Gajsinghpur;10868;29.67;73.45
PYF;ALL;Papara;10868;-17.74;-149.54
UKR;ALL;Hirs'ke;10867;48.74;38.5
BIH;ALL;Gradačac;10866;44.88;18.43
DEU;ALL;Nideggen;10866;50.71;6.48
IND;ALL;Ramabhadrapuram;10866;18.5;83.28
TUR;ALL;Odabaşı;10866;36.24;36.15
USA;MO;West Plains city;10866;36.737355;-91.864991
ITA;ALL;Pellezzano;10865;40.72;14.75
FRA;ALL;Chamonix-Mont-Blanc;10864;45.93;6.85
IND;ALL;Bilga;10864;31.05;75.66
IND;ALL;Mādhogarh;10864;26.28;79.18
ITA;ALL;Ponte San Pietro;10864;45.71;9.58
PRI;ALL;Corozal;10864;18.34;-66.31
RUS;ALL;Zarechnyy;10864;51.85;107.53
FRA;ALL;Saint-Brevin-les-Pins;10863;47.25;-2.17
ROU;ALL;Bumbeşti-Jiu;10861;45.17;23.4
USA;WV;Vienna city;10861;39.325324;-81.542845
PAK;ALL;Chambar;10860;25.3;68.82
SWE;ALL;Torslanda;10860;57.78;11.72
IND;ALL;Baikunthpur;10859;24.72;81.42
MLT;ALL;Rabat;10859;35.87;14.4
USA;AR;Magnolia city;10858;33.274052;-93.233477
AUS;ALL;Lawson-Hazelbrook;10857;-33.72;150.43
BRA;ALL;Belém de São Francisco;10857;-8.74;-38.95
ESP;ALL;Mancha Real;10857;37.78;-3.62
ESP;ALL;Azkoitia;10856;43.19;-2.31
IND;ALL;Harrai;10856;22.62;79.22
POL;ALL;Koronowo;10856;53.31;17.93
DZA;ALL;Nāsirīyah;10855;36.75;3.83
ITA;ALL;Lipari;10855;38.47;14.94
RUS;ALL;Obluche;10855;49;131.08
USA;NJ;Little Falls CDP;10855;40.879799;-74.228422
FIN;ALL;Joutseno;10854;61.1;28.5
PLW;ALL;Đinnābah;10854;32.31;35.04
GTM;ALL;La Libertad;10853;16.78;-90.12
IRQ;ALL;H̱ānaqīn;10853;34.34;45.38
ITA;ALL;Boscotrecase;10853;40.77;14.46
BLR;ALL;Žabinka;10852;52.21;24
IND;ALL;Desri;10852;25.6;86
PLW;ALL;al-'Arrūb;10852;31.62;35.13
BEL;ALL;Durbuy;10851;50.35;5.47
COL;ALL;La Apartada;10851;8.1;-75.38
ITA;ALL;Bordighera;10851;43.8;7.67
PRT;ALL;Forte da Casa;10851;38.93;-8.99
UKR;ALL;Kobelyaky;10851;49.15;34.2
PHL;ALL;Tinambac;10849;13.82;123.33
USA;MI;Big Rapids city;10849;43.698919;-85.481208
ZAF;ALL;Kirkwood;10849;-33.4;25.42
IND;ALL;Jankinagar;10848;25.88;87.12
MEX;MEX-PUE;Tlalancaleca;10848;19.32;-98.5
GRC;ALL;Gázion;10847;35.33;25.07
IND;ALL;Sardhana;10847;29.15;77.62
RUS;ALL;Narimanov;10847;46.69;47.85
USA;MO;Excelsior Springs city;10847;39.341492;-94.230716
BRA;ALL;Cardoso;10846;-20.07;-49.91
IND;ALL;Mohgaon;10846;21.65;78.72
IND;ALL;Rājāpur;10846;16.67;73.52
PRY;ALL;Ypacaraí;10846;-25.41;-57.28
AGO;ALL;Capelongo;10845;-14.47;16.29
DOM;ALL;San José de las Matas;10845;19.33;-70.93
IND;ALL;Salawa;10845;29.23;77.67
RUS;ALL;Botlikh;10845;42.66;46.22
IND;ALL;Attabira;10844;21.38;83.78
IRL;ALL;Laytown;10844;53.67;-6.24
IRN;ALL;Bāsmenj;10844;37.98;46.49
ITA;ALL;Cazzago San Martino;10844;45.58;10.02
MEX;MEX-PUE;Calpán;10844;19.1;-98.45
PHL;ALL;Carmen;10844;15.88;120.6
PHL;ALL;Ligao;10844;13.24;123.53
USA;AR;Siloam Springs city;10843;36.183359;-94.539315
USA;WI;Monroe city;10843;42.598913;-89.641019
IND;ALL;Sukma;10842;18.4;81.67
RUS;ALL;Fryanovo;10842;56.13;38.45
USA;NY;Corning city;10842;42.148142;-77.056970
SLE;ALL;Mile Ninetyone;10841;8.57;-12.31
UKR;ALL;Manevychi;10841;51.3;25.52
USA;IL;Washington city;10841;40.703877;-89.420569
BEL;ALL;Nieuwpoort;10840;51.13;2.75
ITA;ALL;San Felice sul Panaro;10839;44.84;11.13
PHL;ALL;Cavinti;10839;14.24;121.51
RUS;ALL;Verkhnyaya Sinyachikha;10839;57.97;61.66
BOL;ALL;Roboré;10838;-18.33;-59.76
IND;ALL;Jetalsar;10838;21.7;70.58
USA;PA;Coatesville city;10838;39.983556;-75.816641
IND;ALL;Latipur;10837;22.62;70.53
KAZ;ALL;Slavyanka;10836;40.67;68.53
RUS;ALL;Neya;10836;58.28;43.88
FIN;ALL;Keuruu;10835;62.27;24.69
PAK;ALL;Mandi Sadiq Ganj;10835;30.17;73.73
HUN;ALL;Üllő;10834;47.38;19.35
NLD;ALL;Mill en Sint Hubert;10833;51.68;5.78
PLW;ALL;Bayt 'Awwā;10833;31.51;34.96
USA;FL;Zephyrhills city;10833;28.237137;-82.179561
ITA;ALL;Melito di Porto Salvo;10831;37.93;15.78
ITA;ALL;Taormina;10831;37.86;15.28
SDN;ALL;Wad Rāwah;10831;15.16;33.12
BRA;ALL;Realeza;10830;-25.77;-53.54
GAB;ALL;Mounana;10830;-1.43;13.17
POL;ALL;Miastko;10830;54;16.97
SEN;ALL;Gossas;10830;14.5;-16.08
USA;NJ;Ridgefield borough;10830;40.832590;-74.004960
BOL;ALL;San José;10829;-17.85;-60.78
RUS;ALL;Krasnooktyabrskiy;10828;48.87;44.76
IND;ALL;Nekarikallu;10827;16.38;79.95
SLV;ALL;Atiquizaya;10827;13.98;-89.76
TUN;ALL;Tabursuq;10827;36.47;9.25
USA;CA;Hillsborough town;10825;37.560199;-122.356277
USA;TX;Seagoville city;10823;32.651920;-96.550033
IND;ALL;Dhāna;10822;23.75;78.85
ITA;ALL;Russi;10822;44.37;12.03
TZA;ALL;Chala;10822;-7.58;31.27
IND;ALL;Chandaus;10821;28.08;77.85
BEL;ALL;Grobbendonk;10819;51.2;4.72
PER;ALL;San Juan Bautista;10819;-14.03;-75.75
DOM;ALL;La Mata;10818;19.15;-70.65
IND;ALL;Bilkha;10818;21.43;70.6
TUR;ALL;Eleşkirt;10818;39.8;42.67
BRA;ALL;Mutuípe;10817;-13.22;-39.53
MEX;MEX-COAH;Zaragoza;10817;28.48;-100.92
IRN;ALL;Shahrak-e Enqelāb;10816;35.52;51.69
DEU;ALL;Mülheim-Kärlich;10815;50.39;7.5
FRA;ALL;Marquette-lez-Lille;10815;50.66;3.07
GRC;ALL;Áyios Nikólaos;10815;35.15;25.73
PHL;ALL;Aplaya;10815;13.77;121.03
LTU;ALL;Joniškis;10814;56.24;23.61
MEX;MEX-MICH;Coalcomán;10814;18.78;-103.15
USA;HI;Nanakuli CDP;10814;21.393450;-158.152802
IND;ALL;Khargram;10813;24.03;87.98
RUS;ALL;Kargat;10813;55.2;80.28
BRA;ALL;Urussanga;10811;-28.53;-49.34
DEU;ALL;Bannewitz;10811;51;13.73
ESP;ALL;Rianxo;10811;42.65;-8.82
PRT;ALL;Vila Nova de Famalicão;10811;41.42;-8.52
PRY;ALL;Tobatí;10811;-25.25;-57.07
UKR;ALL;Shyroke;10811;47.68;33.27
CHE;ALL;Villars-sur-Glâne;10810;46.8;7.11
IND;ALL;Kolathur;10810;9.02;78.2
SVK;ALL;Stropkov;10810;49.2;21.65
IRN;ALL;Landeh;10809;30.98;50.43
RUS;ALL;Lyubinskiy;10809;55.15;72.7
DEU;ALL;Leingarten;10808;49.15;9.12
USA;NJ;Guttenberg town;10807;40.793750;-74.006541
DEU;ALL;Anröchte;10806;51.57;8.33
ITA;ALL;Lana;10806;46.61;11.15
MEX;MEX-MICH;Buenos Aires;10806;19.07;-102.17
PAK;ALL;Rojhan;10805;28.69;69.95
RUS;ALL;Novaya Igirma;10805;57.14;103.91
ITA;ALL;Pulsano;10804;40.39;17.35
ROU;ALL;Valea lui Mihai;10804;47.52;22.13
IND;ALL;Dagmara;10802;26.4;86.75
AZE;ALL;Daşkəsən;10801;40.45;46.07
ESP;ALL;A Laracha;10801;43.25;-8.59
IND;ALL;Sandwa;10801;27.75;74.17
DEU;ALL;Felsberg;10800;51.14;9.41
DEU;ALL;Meßstetten;10800;48.19;8.96
IND;ALL;Nandgaon;10800;27.72;77.38
MEX;MEX-CHIS;Bochil;10800;16.98;-92.92
USA;NJ;Little Ferry borough;10800;40.849338;-74.040868
AUS;ALL;Colac;10799;-38.34;143.58
ROU;ALL;Săbăoani;10799;47.02;26.85
BRA;ALL;Monte Sião;10798;-22.43;-46.57
GBR;ENG;Hexham;10798;54.97;-2.1
ITA;ALL;Valdobbiadene;10797;45.91;11.99
HUN;ALL;Edelény;10796;48.3;20.74
PHL;ALL;Laurel;10796;14.05;120.94
USA;TN;Lawrenceburg city;10796;35.243491;-87.334563
USA;NY;Fairmount CDP;10795;43.043616;-76.245462
DEU;ALL;Haigerloch;10794;48.37;8.79
BEL;ALL;Aiseau-Presles;10792;50.41;4.59
DEU;ALL;Emmerthal;10792;52.05;9.38
ITA;ALL;Castenedolo;10792;45.47;10.3
ITA;ALL;Santa Flavia;10792;38.09;13.53
ESP;ALL;Albox;10791;37.39;-2.14
IND;ALL;Tālgrām;10791;27.05;79.65
IND;ALL;Manohar Thāna;10791;24.23;76.8
CHE;ALL;Buchs;10790;47.17;9.46
MKD;ALL;Dolna Banjica;10790;41.8;20.9
RUS;ALL;Vurnary;10790;55.49;46.96
AFG;ALL;Šīndand;10789;33.31;62.16
ITA;ALL;Terrasini;10789;38.16;13.08
RUS;ALL;Mikhnyovo;10788;55.13;37.95
POL;ALL;Włoszczowa;10786;50.86;19.97
RUS;ALL;Pervomayskiy;10786;54.87;61.17
USA;MA;Holbrook CDP;10785;42.148351;-71.010375
NLD;ALL;Jacobswoude;10784;52.22;4.67
USA;TX;Snyder city;10783;32.715537;-100.914319
GBR;ENG;Shirebrook;10782;53.2;-1.22
ITA;ALL;Bagnara Calabra;10782;38.31;15.83
NLD;ALL;Bleiswijk;10782;52.02;4.53
IND;ALL;Chandwa;10781;23.68;84.73
IND;ALL;Mirik;10780;26.9;88.17
DEU;ALL;Dassel;10779;51.8;9.68
DEU;ALL;Nordkirchen;10779;51.73;7.53
USA;KY;Burlington CDP;10779;39.023973;-84.717158
DEU;ALL;Friedland;10778;51.42;9.93
IND;ALL;Vejalpur;10778;22.68;73.57
UKR;ALL;Krasnohvardiys'ke;10776;45.5;34.29
FRA;ALL;Vieux-Condé;10775;50.46;3.56
TZA;ALL;Bashnet;10775;-4.23;35.42
DEU;ALL;Lügde;10774;51.95;9.25
USA;PA;Berwick borough;10774;41.056843;-76.247732
ZAF;ALL;Molteno;10774;-31.4;26.37
ESP;ALL;Villarrubia de los Ojos;10772;39.22;-3.61
PLW;ALL;Biddyā;10772;32.11;35.08
ESP;ALL;Benaguasil;10771;39.61;-0.59
GBR;SCT;Montrose;10770;56.72;-2.48
IND;ALL;Nagayalanka;10770;15.95;80.92
NGA;ALL;Kukawa;10769;12.92;13.57
COM;ALL;Sima;10768;-12.2;44.28
URY;ALL;Chuy;10768;-33.68;-53.45
IND;ALL;Khatu Khurd;10767;27.13;74.32
USA;FL;Lighthouse Point city;10767;26.274691;-80.089414
RUS;ALL;Vityazevo;10766;44.99;37.27
ESP;ALL;Oñati;10765;43.05;-2.41
NOR;ALL;Stjørdalshalsen;10765;63.48;10.94
FIN;ALL;Sotkamo;10764;64.13;28.42
GBR;ENG;Pelsall;10764;52.62;-1.95
HUN;ALL;Kapuvár;10764;47.6;17.04
RUS;ALL;Krasnyy Yar;10764;46.53;48.34
USA;MI;East Grand Rapids city;10764;42.944477;-85.611326
THA;ALL;Nong Chik;10763;6.85;101.18
USA;LA;Westwego city;10763;29.902986;-90.142932
ESP;ALL;Gozón;10762;43.62;-5.79
MLT;ALL;Marsascala;10762;35.87;14.56
USA;CA;Clayton city;10762;37.940723;-121.934194
BRA;ALL;Guiratinga;10761;-16.35;-53.77
IND;ALL;Komarolu;10761;15.27;79
BEL;ALL;Rijkevorsel;10760;51.35;4.77
ROU;ALL;Basarabi;10760;44.18;28.42
SOM;ALL;Jamaame;10760;0.07;42.75
USA;SC;Parker CDP;10760;34.853637;-82.439776
MUS;ALL;Plaine Magnien;10757;-20.43;57.65
GBR;ENG;Ferryhill;10754;54.68;-1.55
ITA;ALL;Sesto Calende;10754;45.74;8.62
CHE;ALL;Ittigen;10753;46.98;7.49
ITA;ALL;Riese;10753;45.73;11.92
MEX;MEX-MOR;Anenecuilco;10753;18.77;-98.98
CAF;ALL;Birao;10752;10.28;22.79
RUS;ALL;Soldato-Aleksandrovskoye;10752;44.27;43.76
BRA;ALL;Santa Inês;10751;-13.28;-39.81
ITA;ALL;Villa Literno;10751;41.01;14.07
ESP;ALL;Grado;10749;43.4;-6.08
GBR;ENG;Kirkham;10749;53.78;-2.87
IND;ALL;Sirpur;10749;19.48;79.6
FRA;ALL;Montigny-en-Gohelle;10748;50.44;2.94
ITA;ALL;Campi Salentina;10748;40.41;18.01
USA;TN;Brownsville city;10748;35.590558;-89.260902
PLW;ALL;Azzūn;10747;32.17;35.06
ITA;ALL;Celano;10746;42.09;13.54
ITA;ALL;Cori;10746;41.65;12.91
ITA;ALL;Bitritto;10746;41.05;16.83
KEN;ALL;Kangundo;10746;-1.3;37.34
PER;ALL;Eten;10746;-6.9;-79.87
DEU;ALL;Nußloch;10745;49.34;8.7
DEU;ALL;Straubenhardt;10745;48.84;8.56
RUS;ALL;Shchuchye;10745;55.21;62.73
CZE;ALL;Nové Město na Moravě;10743;49.56;16.07
GTM;ALL;Ixcán;10743;15.82;-91.07
RUS;ALL;Tselina;10743;46.53;41.03
USA;CO;Berkley CDP;10743;39.803786;-105.026792
THA;ALL;Pa Daet;10742;19.5;100
HUN;ALL;Maglód;10741;47.45;19.37
SWE;ALL;Fagersta;10741;60;15.81
USA;FL;South Miami city;10741;25.710279;-80.295170
IND;ALL;Koyli;10740;22.37;73.12
ITA;ALL;Montegrotto Terme;10740;45.32;11.76
USA;AZ;New River CDP;10740;33.869149;-112.085759
GBR;NIR;Downpatrick;10739;54.32;-5.7
DEU;ALL;Brieselang;10736;52.58;13
IND;ALL;Kavi;10736;22.2;72.63
RUS;ALL;Kursavka;10736;44.46;42.51
THA;ALL;Phrai Bung;10736;14.75;104.35
USA;NE;Chalco CDP;10736;41.183539;-96.133791
GBR;SCT;Inverurie;10735;57.27;-2.37
IND;ALL;Turki;10735;26.05;85.35
USA;MI;Melvindale city;10735;42.281638;-83.181880
FRA;ALL;Dourdan;10734;48.54;2.01
IRQ;ALL;H̱ūrmāl;10734;35.3;46.04
FRA;ALL;Andernos-les-Bains;10733;44.73;-1.1
USA;NJ;Keansburg borough;10732;40.447324;-74.131226
IND;ALL;Shikrapur;10731;18.68;74.15
FRA;ALL;Albert;10729;50;2.65
ITA;ALL;Piazzola sul Brenta;10729;45.54;11.79
IND;ALL;Mārāndahalli;10728;12.4;78
ITA;ALL;Procida;10728;40.77;14.02
PER;ALL;Concepción;10728;-11.91;-75.32
USA;NJ;Barclay-Kingston CDP;10728;39.909863;-74.995912
BRA;ALL;Maribondo;10726;-9.58;-36.24
DEU;ALL;Rehburg-Loccum;10726;52.47;9.22
BRA;ALL;Piancó;10725;-7.19;-37.93
IND;ALL;Mau;10725;27.43;75.65
PHL;ALL;Mambajao;10725;9.25;124.72
TUR;ALL;Kangal;10725;39.24;37.39
CHE;ALL;La Tour-de-Peilz;10723;46.46;6.86
RUS;ALL;Nolinsk;10723;57.56;49.94
RUS;ALL;Davydovo;10723;55.61;38.85
TUR;ALL;Aktoprak;10723;37.18;37.28
USA;CA;Healdsburg city;10722;38.617593;-122.866413
AGO;ALL;Caxita Cameia;10721;-8.42;17.45
ITA;ALL;Ramacca;10721;37.39;14.7
UKR;ALL;Borzna;10721;51.25;32.43
ITA;ALL;Castelnovo ne' Monti;10720;44.44;10.39
USA;MD;Coral Hills CDP;10720;38.872312;-76.928010
FRA;ALL;Chevigny-Saint-Sauveur;10719;47.3;5.13
TUR;ALL;Sason;10719;38.33;41.41
BFA;ALL;Diapaga;10718;12.08;1.79
USA;WI;Waupun city;10718;43.631577;-88.735835
IND;ALL;Nasirabad;10717;26.22;81.52
IND;ALL;Devipattinam;10717;9.48;78.9
TUR;ALL;Haraççı;10717;41.18;28.7
TZA;ALL;Buhama;10717;-2.37;32.48
IND;ALL;Mudetha;10716;24.15;71.98
IND;ALL;Gudgeri;10716;15.13;75.37
ITA;ALL;Barberino di Mugello;10716;44;11.24
LVA;ALL;Sigulda;10716;57.16;24.86
SVK;ALL;Kolárovo;10716;47.92;17.99
IRL;ALL;Mallow;10715;52.14;-8.66
IRN;ALL;Senjān;10715;34.05;49.62
USA;IA;Fort Madison city;10715;40.628588;-91.339005
ESP;ALL;Churriana de la Vega;10714;37.15;-3.65
PRI;ALL;Cabo Rojo;10714;18.09;-67.15
RUS;ALL;Starokorsunskaya;10714;45.06;39.31
ITA;ALL;Castano Primo;10713;45.56;8.77
ITA;ALL;Campagnano di Roma;10711;42.13;12.38
MEX;MEX-QRO;La Cañada;10711;20.62;-100.32
RUS;ALL;Nogliki;10711;51.83;143.11
USA;WI;Baraboo city;10711;43.471361;-89.741573
IND;ALL;Gariāband;10710;20.64;82.06
MEX;MEX-EMEX;Cuautlalpan;10710;19.81;-99.01
PHL;ALL;Pasil;10710;17.38;121.13
IND;ALL;Adyal;10709;20.93;79.72
ITA;ALL;Concordia Sagittaria;10709;45.75;12.84
TUR;ALL;Çekerek;10709;40.07;35.49
TUR;ALL;Karayılan;10709;36.71;36.23
HND;ALL;Pimienta;10708;15.24;-87.97
KAZ;ALL;Kegen;10708;43.02;79.22
ROU;ALL;Costeşti;10708;44.67;24.88
DEU;ALL;Bad Wildbad;10707;48.76;8.55
DEU;ALL;Oftersheim;10706;49.37;8.59
NGA;ALL;Amuro;10706;8.15;5.9
USA;NY;Fredonia village;10706;42.440845;-79.333813
TUR;ALL;Havran;10705;39.56;27.1
IND;ALL;Vartej;10704;21.73;72.07
IND;ALL;Shivatkar;10704;18.12;74.2
ITA;ALL;Cerreto Guidi;10704;43.76;10.89
RUS;ALL;Muromtsevo;10704;56.37;75.25
POL;ALL;Kolno;10703;53.42;21.93
DEU;ALL;Ostrhauderfehn;10701;53.13;7.62
IND;ALL;Panzgam;10701;34.48;74.08
TUN;ALL;Bū 'Ūrqub;10701;36.54;10.55
DOM;ALL;Fantino;10700;19.12;-70.3
ITA;ALL;Macomer;10700;40.27;8.77
SWE;ALL;Lindome;10700;57.56;12.09
TZA;ALL;Lushoto;10700;-4.78;38.28
TZA;ALL;Nanyamba;10700;-10.68;39.83
AUT;ALL;Sankt Johann im Pongau;10699;47.35;13.21
CHE;ALL;Prilly;10699;46.54;6.59
RUS;ALL;Psebay;10699;44.11;40.77
BRA;ALL;Itarema;10698;-2.92;-39.92
SEN;ALL;Thilogne;10698;15.97;-13.6
USA;AL;Saks CDP;10698;33.708202;-85.844326
IND;ALL;Bhopa;10697;29.48;77.88
BFA;ALL;Bérégadougou;10695;10.77;-4.75
IND;ALL;Vikravāndi;10695;12.03;79.55
ITA;ALL;Bitetto;10695;41.03;16.75
AZE;ALL;Saray;10693;40.53;49.72
BRA;ALL;Exu;10693;-7.51;-39.73
UKR;ALL;Haspra;10693;44.43;34.1
DEU;ALL;Reiskirchen;10692;50.6;8.83
GBR;ENG;Market Drayton;10692;52.9;-2.47
GTM;ALL;San Pedro la Laguna;10692;14.68;-91.27
UKR;ALL;Tatarbunary;10692;45.85;29.62
USA;NM;Artesia city;10692;32.842744;-104.412315
DEU;ALL;Bad Gandersheim;10691;51.87;10.03
IND;ALL;Chinnamandem;10691;13.93;78.67
